,county_name,zip,lat,lng,city,state_name,avg_risk_score_all
0,Hampden,1001,42.06262,-72.62521,Agawam,Massachusetts,2.82
1,Hampshire,1002,42.37633,-72.46462,Amherst,Massachusetts,1.53
2,Hampshire,1003,42.39135,-72.52327,Amherst,Massachusetts,1.64
3,Worcester,1005,42.42117,-72.10655,Barre,Massachusetts,2.02
4,Hampshire,1007,42.28163,-72.40009,Belchertown,Massachusetts,1.5
5,Hampden,1008,42.18234,-72.95819,Blandford,Massachusetts,1.54
6,Hampden,1009,42.21133,-72.34189,Bondsville,Massachusetts,1.96
7,Hampden,1010,42.12904,-72.20597,Brimfield,Massachusetts,2.08
8,Hampden,1011,42.30233,-72.96448,Chester,Massachusetts,3.06
9,Hampshire,1012,42.38495,-72.84675,Chesterfield,Massachusetts,1.53
10,Hampden,1013,42.16059,-72.60788,Chicopee,Massachusetts,1.83
11,Hampden,1020,42.17618,-72.56538,Chicopee,Massachusetts,1.37
12,Hampden,1022,42.19721,-72.54249,Chicopee,Massachusetts,2.24
13,Hampshire,1026,42.46858,-72.92296,Cummington,Massachusetts,2.72
14,Hampshire,1027,42.29506,-72.74303,Easthampton,Massachusetts,1.47
15,Hampden,1028,42.05967,-72.49899,East Longmeadow,Massachusetts,1.29
16,Berkshire,1029,42.19402,-73.05067,East Otis,Massachusetts,1.55
17,Hampden,1030,42.06869,-72.67967,Feeding Hills,Massachusetts,1.29
18,Worcester,1031,42.32782,-72.19191,Gilbertville,Massachusetts,1.7
19,Hampshire,1032,42.45313,-72.81965,Goshen,Massachusetts,1.64
20,Hampshire,1033,42.26082,-72.50361,Granby,Massachusetts,1.57
21,Hampden,1034,42.0826,-72.95611,Granville,Massachusetts,1.61
22,Hampshire,1035,42.35563,-72.5692,Hadley,Massachusetts,2.88
23,Hampden,1036,42.0638,-72.4157,Hampden,Massachusetts,2.08
24,Worcester,1037,42.37063,-72.19466,Hardwick,Massachusetts,1.52
25,Hampshire,1038,42.38466,-72.60559,Hatfield,Massachusetts,3.51
26,Hampshire,1039,42.41049,-72.69188,Haydenville,Massachusetts,2.49
27,Hampden,1040,42.21251,-72.64109,Holyoke,Massachusetts,1.93
28,Hampshire,1050,42.29092,-72.87526,Huntington,Massachusetts,2.76
29,Hampshire,1053,42.35205,-72.71032,Leeds,Massachusetts,2.38
30,Franklin,1054,42.47381,-72.48768,Leverett,Massachusetts,2.32
31,Hampden,1056,42.19211,-72.45805,Ludlow,Massachusetts,1.53
32,Hampden,1057,42.09118,-72.32392,Monson,Massachusetts,1.81
33,Hampshire,1060,42.32218,-72.63126,Northampton,Massachusetts,1.75
34,Hampshire,1062,42.32146,-72.69244,Florence,Massachusetts,1.54
35,Hampshire,1063,42.31962,-72.63951,Northampton,Massachusetts,1.0
36,Hampshire,1066,42.40742,-72.64032,North Hatfield,Massachusetts,2.28
37,Worcester,1068,42.35125,-72.04776,Oakham,Massachusetts,1.82
38,Hampden,1069,42.18798,-72.30578,Palmer,Massachusetts,1.72
39,Hampshire,1070,42.51958,-72.92504,Plainfield,Massachusetts,1.65
40,Hampden,1071,42.16029,-72.8598,Russell,Massachusetts,2.57
41,Franklin,1072,42.46327,-72.41893,Shutesbury,Massachusetts,2.24
42,Hampshire,1073,42.23084,-72.73856,Southampton,Massachusetts,1.54
43,Worcester,1074,42.3837,-72.10021,South Barre,Massachusetts,3.89
44,Hampshire,1075,42.25672,-72.57928,South Hadley,Massachusetts,1.79
45,Hampden,1077,42.05441,-72.77851,Southwick,Massachusetts,1.48
46,Hampden,1079,42.18508,-72.33406,Thorndike,Massachusetts,2.25
47,Hampden,1080,42.18228,-72.36515,Three Rivers,Massachusetts,1.74
48,Hampden,1081,42.06232,-72.23085,Wales,Massachusetts,1.84
49,Hampshire,1082,42.29816,-72.27676,Ware,Massachusetts,1.96
50,Worcester,1083,42.20652,-72.19906,Warren,Massachusetts,1.95
51,Hampshire,1084,42.38589,-72.88165,West Chesterfield,Massachusetts,2.51
52,Hampden,1085,42.15375,-72.76961,Westfield,Massachusetts,1.88
53,Hampshire,1088,42.38981,-72.6465,West Hatfield,Massachusetts,2.19
54,Hampden,1089,42.12532,-72.65025,West Springfield,Massachusetts,1.73
55,Worcester,1092,42.20008,-72.23715,West Warren,Massachusetts,2.48
56,Franklin,1093,42.44335,-72.65099,Whately,Massachusetts,1.83
57,Worcester,1094,42.36481,-72.13548,Wheelwright,Massachusetts,1.93
58,Hampden,1095,42.12763,-72.42994,Wilbraham,Massachusetts,1.54
59,Hampshire,1096,42.40968,-72.77213,Williamsburg,Massachusetts,2.34
60,Hampden,1097,42.17722,-72.83175,Woronoco,Massachusetts,2.88
61,Hampshire,1098,42.39551,-72.94315,Worthington,Massachusetts,1.89
62,Hampden,1103,42.10443,-72.58997,Springfield,Massachusetts,4.35
63,Hampden,1104,42.13326,-72.56733,Springfield,Massachusetts,1.24
64,Hampden,1105,42.09911,-72.57865,Springfield,Massachusetts,2.19
65,Hampden,1106,42.04877,-72.57163,Longmeadow,Massachusetts,1.39
66,Hampden,1107,42.12116,-72.60642,Springfield,Massachusetts,2.65
67,Hampden,1108,42.0814,-72.55866,Springfield,Massachusetts,1.41
68,Hampden,1109,42.11839,-72.54876,Springfield,Massachusetts,1.34
69,Hampden,1118,42.09476,-72.5253,Springfield,Massachusetts,1.31
70,Hampden,1119,42.12452,-72.51126,Springfield,Massachusetts,1.25
71,Hampden,1128,42.09497,-72.48806,Springfield,Massachusetts,1.3
72,Hampden,1129,42.1211,-72.4877,Springfield,Massachusetts,1.42
73,Hampden,1151,42.15294,-72.50883,Indian Orchard,Massachusetts,1.94
74,Berkshire,1201,42.45614,-73.28114,Pittsfield,Massachusetts,1.81
75,Berkshire,1220,42.62686,-73.11873,Adams,Massachusetts,3.53
76,Berkshire,1222,42.06242,-73.32146,Ashley Falls,Massachusetts,1.58
77,Berkshire,1223,42.31118,-73.09835,Becket,Massachusetts,1.81
78,Berkshire,1224,42.50622,-73.19841,Berkshire,Massachusetts,1.45
79,Berkshire,1225,42.56385,-73.1512,Cheshire,Massachusetts,2.72
80,Berkshire,1226,42.47954,-73.15329,Dalton,Massachusetts,1.94
81,Berkshire,1229,42.29411,-73.35227,Glendale,Massachusetts,1.32
82,Berkshire,1230,42.18197,-73.34244,Great Barrington,Massachusetts,1.87
83,Berkshire,1235,42.43181,-73.07336,Hinsdale,Massachusetts,1.46
84,Berkshire,1236,42.26923,-73.37999,Housatonic,Massachusetts,1.87
85,Berkshire,1237,42.5529,-73.25373,Lanesborough,Massachusetts,2.33
86,Berkshire,1238,42.30072,-73.22553,Lee,Massachusetts,2.07
87,Berkshire,1240,42.37567,-73.26466,Lenox,Massachusetts,1.44
88,Berkshire,1242,42.3334,-73.24967,Lenox Dale,Massachusetts,1.81
89,Hampshire,1243,42.34752,-73.03467,Middlefield,Massachusetts,2.36
90,Berkshire,1244,42.10924,-73.27475,Mill River,Massachusetts,2.8
91,Berkshire,1245,42.19043,-73.21579,Monterey,Massachusetts,1.8
92,Berkshire,1247,42.69813,-73.09264,North Adams,Massachusetts,2.77
93,Berkshire,1253,42.20751,-73.1118,Otis,Massachusetts,1.95
94,Berkshire,1254,42.37972,-73.36608,Richmond,Massachusetts,1.53
95,Berkshire,1255,42.1068,-73.12213,Sandisfield,Massachusetts,2.07
96,Berkshire,1256,42.59627,-73.01958,Savoy,Massachusetts,1.71
97,Berkshire,1257,42.0976,-73.37241,Sheffield,Massachusetts,1.74
98,Berkshire,1258,42.09396,-73.46616,South Egremont,Massachusetts,1.79
99,Berkshire,1259,42.07316,-73.23282,Southfield,Massachusetts,1.94
100,Berkshire,1260,42.26663,-73.2712,South Lee,Massachusetts,2.03
101,Berkshire,1262,42.30433,-73.32013,Stockbridge,Massachusetts,1.7
102,Berkshire,1264,42.23997,-73.19686,Tyringham,Massachusetts,2.63
103,Berkshire,1266,42.30264,-73.39846,West Stockbridge,Massachusetts,2.23
104,Berkshire,1267,42.66593,-73.24209,Williamstown,Massachusetts,2.59
105,Berkshire,1270,42.51297,-73.04859,Windsor,Massachusetts,1.77
106,Franklin,1301,42.62375,-72.60379,Greenfield,Massachusetts,1.77
107,Franklin,1330,42.51772,-72.81556,Ashfield,Massachusetts,1.93
108,Worcester,1331,42.56793,-72.18324,Athol,Massachusetts,2.16
109,Franklin,1337,42.69512,-72.57731,Bernardston,Massachusetts,2.04
110,Franklin,1338,42.5814,-72.80309,Buckland,Massachusetts,3.44
111,Franklin,1339,42.61099,-72.88846,Charlemont,Massachusetts,3.09
112,Franklin,1340,42.68805,-72.73205,Colrain,Massachusetts,2.84
113,Franklin,1341,42.50734,-72.70221,Conway,Massachusetts,2.21
114,Franklin,1342,42.54384,-72.6058,Deerfield,Massachusetts,4.03
115,Berkshire,1343,42.66766,-72.98822,Drury,Massachusetts,1.82
116,Franklin,1344,42.60756,-72.42916,Erving,Massachusetts,2.61
117,Franklin,1346,42.6706,-72.81323,Heath,Massachusetts,1.56
118,Franklin,1347,42.56027,-72.51321,Lake Pleasant,Massachusetts,1.33
119,Franklin,1349,42.56656,-72.47045,Millers Falls,Massachusetts,2.26
120,Franklin,1350,42.72259,-72.98291,Monroe Bridge,Massachusetts,2.15
121,Franklin,1351,42.54162,-72.52069,Montague,Massachusetts,2.16
122,Franklin,1354,42.63282,-72.51136,Gill,Massachusetts,2.09
123,Franklin,1355,42.45101,-72.33141,New Salem,Massachusetts,1.97
124,Franklin,1360,42.67575,-72.446,Northfield,Massachusetts,2.52
125,Franklin,1364,42.60449,-72.29263,Orange,Massachusetts,2.37
126,Worcester,1366,42.48858,-72.18564,Petersham,Massachusetts,1.59
127,Franklin,1367,42.69674,-72.91387,Rowe,Massachusetts,2.41
128,Worcester,1368,42.67815,-72.18557,Royalston,Massachusetts,1.98
129,Franklin,1370,42.59607,-72.72915,Shelburne Falls,Massachusetts,2.25
130,Franklin,1373,42.47292,-72.61516,South Deerfield,Massachusetts,1.91
131,Franklin,1375,42.46475,-72.55489,Sunderland,Massachusetts,3.36
132,Franklin,1376,42.59273,-72.54591,Turners Falls,Massachusetts,1.61
133,Franklin,1378,42.67711,-72.34057,Warwick,Massachusetts,2.4
134,Franklin,1379,42.54149,-72.3989,Wendell,Massachusetts,1.9
135,Worcester,1420,42.58559,-71.81693,Fitchburg,Massachusetts,1.7
136,Worcester,1430,42.66069,-71.9232,Ashburnham,Massachusetts,1.83
137,Middlesex,1431,42.67652,-71.82322,Ashby,Massachusetts,1.97
138,Middlesex,1432,42.56351,-71.57059,Ayer,Massachusetts,1.58
139,Worcester,1434,42.53149,-71.61663,Devens,Massachusetts,2.84
140,Worcester,1436,42.60579,-72.08958,Baldwinville,Massachusetts,1.55
141,Worcester,1438,42.56028,-72.03583,East Templeton,Massachusetts,1.26
142,Worcester,1440,42.58797,-71.98649,Gardner,Massachusetts,1.55
143,Middlesex,1450,42.61368,-71.56139,Groton,Massachusetts,1.79
144,Worcester,1451,42.50005,-71.57754,Harvard,Massachusetts,1.54
145,Worcester,1452,42.48378,-72.00514,Hubbardston,Massachusetts,1.72
146,Worcester,1453,42.51961,-71.76583,Leominster,Massachusetts,1.6
147,Middlesex,1460,42.53503,-71.4891,Littleton,Massachusetts,1.44
148,Worcester,1462,42.58994,-71.72036,Lunenburg,Massachusetts,1.87
149,Middlesex,1463,42.67126,-71.60429,Pepperell,Massachusetts,1.65
150,Middlesex,1464,42.57411,-71.6475,Shirley,Massachusetts,1.81
151,Worcester,1468,42.55324,-72.06879,Templeton,Massachusetts,1.55
152,Middlesex,1469,42.66514,-71.69161,Townsend,Massachusetts,2.09
153,Worcester,1473,42.55122,-71.90266,Westminster,Massachusetts,1.83
154,Middlesex,1474,42.67088,-71.7508,West Townsend,Massachusetts,1.92
155,Worcester,1475,42.66675,-72.04902,Winchendon,Massachusetts,1.88
156,Worcester,1501,42.19689,-71.84549,Auburn,Massachusetts,1.61
157,Worcester,1503,42.38378,-71.63552,Berlin,Massachusetts,1.85
158,Worcester,1504,42.0399,-71.53125,Blackstone,Massachusetts,1.62
159,Worcester,1505,42.35633,-71.72123,Boylston,Massachusetts,1.6
160,Worcester,1506,42.19364,-72.10441,Brookfield,Massachusetts,1.88
161,Worcester,1507,42.13509,-71.96803,Charlton,Massachusetts,1.64
162,Worcester,1510,42.4119,-71.68883,Clinton,Massachusetts,1.6
163,Worcester,1515,42.20328,-72.04669,East Brookfield,Massachusetts,1.83
164,Worcester,1516,42.0528,-71.75106,Douglas,Massachusetts,1.65
165,Worcester,1518,42.11342,-72.11632,Fiskdale,Massachusetts,1.8
166,Worcester,1519,42.20077,-71.67892,Grafton,Massachusetts,1.44
167,Worcester,1520,42.33685,-71.85181,Holden,Massachusetts,1.26
168,Hampden,1521,42.06012,-72.16592,Holland,Massachusetts,2.53
169,Worcester,1522,42.38142,-71.87111,Jefferson,Massachusetts,1.59
170,Worcester,1523,42.48176,-71.68079,Lancaster,Massachusetts,1.86
171,Worcester,1524,42.24919,-71.91989,Leicester,Massachusetts,1.51
172,Worcester,1525,42.09899,-71.64296,Linwood,Massachusetts,1.63
173,Worcester,1527,42.19228,-71.77397,Millbury,Massachusetts,1.73
174,Worcester,1529,42.03906,-71.57767,Millville,Massachusetts,1.55
175,Worcester,1531,42.31929,-72.12794,New Braintree,Massachusetts,1.72
176,Worcester,1532,42.32314,-71.64621,Northborough,Massachusetts,1.62
177,Worcester,1534,42.13991,-71.64433,Northbridge,Massachusetts,1.81
178,Worcester,1535,42.2695,-72.07794,North Brookfield,Massachusetts,1.68
179,Worcester,1536,42.23189,-71.69219,North Grafton,Massachusetts,1.6
180,Worcester,1537,42.16177,-71.89217,North Oxford,Massachusetts,1.78
181,Worcester,1540,42.11649,-71.85819,Oxford,Massachusetts,1.35
182,Worcester,1541,42.45649,-71.88128,Princeton,Massachusetts,1.63
183,Worcester,1542,42.20241,-71.90995,Rochdale,Massachusetts,1.78
184,Worcester,1543,42.38482,-71.96726,Rutland,Massachusetts,1.4
185,Worcester,1545,42.28419,-71.71558,Shrewsbury,Massachusetts,1.51
186,Worcester,1550,42.06039,-72.03377,Southbridge,Massachusetts,2.0
187,Worcester,1560,42.17496,-71.67762,South Grafton,Massachusetts,1.77
188,Worcester,1561,42.44581,-71.68845,South Lancaster,Massachusetts,1.16
189,Worcester,1562,42.24715,-71.99189,Spencer,Massachusetts,1.72
190,Worcester,1564,42.44124,-71.77297,Sterling,Massachusetts,1.62
191,Worcester,1566,42.1047,-72.07745,Sturbridge,Massachusetts,1.54
192,Worcester,1568,42.17694,-71.60516,Upton,Massachusetts,1.78
193,Worcester,1569,42.05895,-71.63741,Uxbridge,Massachusetts,1.56
194,Worcester,1570,42.05206,-71.8485,Webster,Massachusetts,1.54
195,Worcester,1571,42.05501,-71.93519,Dudley,Massachusetts,1.53
196,Worcester,1581,42.26815,-71.61402,Westborough,Massachusetts,1.58
197,Worcester,1583,42.37034,-71.78502,West Boylston,Massachusetts,1.46
198,Worcester,1585,42.23762,-72.16311,West Brookfield,Massachusetts,1.84
199,Worcester,1588,42.11837,-71.66836,Whitinsville,Massachusetts,1.66
200,Worcester,1590,42.13387,-71.75179,Sutton,Massachusetts,1.64
201,Worcester,1602,42.27219,-71.84946,Worcester,Massachusetts,1.99
202,Worcester,1603,42.24373,-71.84429,Worcester,Massachusetts,1.76
203,Worcester,1604,42.25085,-71.7683,Worcester,Massachusetts,1.52
204,Worcester,1605,42.28979,-71.78802,Worcester,Massachusetts,1.37
205,Worcester,1606,42.31367,-71.79614,Worcester,Massachusetts,1.28
206,Worcester,1607,42.22684,-71.79037,Worcester,Massachusetts,1.64
207,Worcester,1608,42.2621,-71.80145,Worcester,Massachusetts,2.87
208,Worcester,1609,42.28592,-71.82853,Worcester,Massachusetts,1.59
209,Worcester,1610,42.24645,-71.80968,Worcester,Massachusetts,2.17
210,Worcester,1611,42.23945,-71.87702,Cherry Valley,Massachusetts,1.71
211,Worcester,1612,42.31037,-71.93095,Paxton,Massachusetts,1.32
212,Middlesex,1701,42.32195,-71.43796,Framingham,Massachusetts,1.8
213,Middlesex,1702,42.28242,-71.43428,Framingham,Massachusetts,1.75
214,Middlesex,1718,42.52165,-71.42983,Acton,Massachusetts,1.0
215,Middlesex,1719,42.48837,-71.51779,Boxborough,Massachusetts,1.61
216,Middlesex,1720,42.48397,-71.43809,Acton,Massachusetts,1.74
217,Middlesex,1721,42.25726,-71.46867,Ashland,Massachusetts,2.05
218,Middlesex,1730,42.4995,-71.27799,Bedford,Massachusetts,1.97
219,Middlesex,1731,42.46422,-71.28202,Hanscom Afb,Massachusetts,2.14
220,Worcester,1740,42.43616,-71.60728,Bolton,Massachusetts,1.82
221,Middlesex,1741,42.53001,-71.35128,Carlisle,Massachusetts,1.62
222,Middlesex,1742,42.46221,-71.36504,Concord,Massachusetts,1.98
223,Worcester,1745,42.29155,-71.50101,Fayville,Massachusetts,1.28
224,Middlesex,1746,42.19775,-71.44499,Holliston,Massachusetts,1.68
225,Worcester,1747,42.12477,-71.535,Hopedale,Massachusetts,1.33
226,Middlesex,1748,42.2255,-71.53781,Hopkinton,Massachusetts,1.44
227,Middlesex,1749,42.38868,-71.54648,Hudson,Massachusetts,2.0
228,Middlesex,1752,42.3494,-71.54681,Marlborough,Massachusetts,1.4
229,Middlesex,1754,42.4264,-71.45607,Maynard,Massachusetts,1.56
230,Worcester,1756,42.09301,-71.55146,Mendon,Massachusetts,1.41
231,Worcester,1757,42.15723,-71.51978,Milford,Massachusetts,1.39
232,Middlesex,1760,42.28436,-71.34966,Natick,Massachusetts,1.64
233,Middlesex,1770,42.23416,-71.37532,Sherborn,Massachusetts,1.69
234,Worcester,1772,42.30144,-71.5304,Southborough,Massachusetts,1.5
235,Middlesex,1773,42.42572,-71.31013,Lincoln,Massachusetts,1.54
236,Middlesex,1775,42.42983,-71.51146,Stow,Massachusetts,1.71
237,Middlesex,1776,42.38456,-71.42316,Sudbury,Massachusetts,1.66
238,Middlesex,1778,42.3583,-71.35895,Wayland,Massachusetts,1.8
239,Middlesex,1801,42.48694,-71.15415,Woburn,Massachusetts,1.62
240,Middlesex,1803,42.5028,-71.20147,Burlington,Massachusetts,1.54
241,Essex,1810,42.64669,-71.16517,Andover,Massachusetts,1.73
242,Middlesex,1821,42.54999,-71.25206,Billerica,Massachusetts,1.68
243,Middlesex,1824,42.59156,-71.35553,Chelmsford,Massachusetts,1.6
244,Middlesex,1826,42.68323,-71.30063,Dracut,Massachusetts,1.7
245,Middlesex,1827,42.67643,-71.50052,Dunstable,Massachusetts,1.73
246,Essex,1830,42.7959,-71.05323,Haverhill,Massachusetts,1.87
247,Essex,1832,42.79099,-71.13133,Haverhill,Massachusetts,2.13
248,Essex,1833,42.72409,-70.9821,Georgetown,Massachusetts,1.55
249,Essex,1834,42.75198,-71.01486,Groveland,Massachusetts,1.91
250,Essex,1835,42.75292,-71.08602,Haverhill,Massachusetts,1.88
251,Essex,1840,42.70695,-71.16014,Lawrence,Massachusetts,5.4
252,Essex,1841,42.71077,-71.16494,Lawrence,Massachusetts,2.9
253,Essex,1843,42.68985,-71.16095,Lawrence,Massachusetts,3.4
254,Essex,1844,42.73426,-71.18858,Methuen,Massachusetts,2.0
255,Essex,1845,42.67132,-71.08669,North Andover,Massachusetts,1.7
256,Middlesex,1850,42.65569,-71.30292,Lowell,Massachusetts,3.07
257,Middlesex,1851,42.62915,-71.33674,Lowell,Massachusetts,1.43
258,Middlesex,1852,42.63231,-71.29538,Lowell,Massachusetts,2.03
259,Middlesex,1854,42.64939,-71.34827,Lowell,Massachusetts,2.17
260,Essex,1860,42.83858,-71.01194,Merrimac,Massachusetts,1.59
261,Middlesex,1862,42.57427,-71.29437,North Billerica,Massachusetts,1.92
262,Middlesex,1863,42.63274,-71.39132,North Chelmsford,Massachusetts,2.04
263,Middlesex,1864,42.58156,-71.08759,North Reading,Massachusetts,1.69
264,Middlesex,1867,42.53505,-71.1055,Reading,Massachusetts,1.48
265,Middlesex,1876,42.61206,-71.22733,Tewksbury,Massachusetts,1.52
266,Middlesex,1879,42.66626,-71.42911,Tyngsboro,Massachusetts,1.89
267,Middlesex,1880,42.50348,-71.06559,Wakefield,Massachusetts,1.62
268,Middlesex,1886,42.58642,-71.44008,Westford,Massachusetts,1.51
269,Middlesex,1887,42.56091,-71.16541,Wilmington,Massachusetts,1.6
270,Middlesex,1890,42.45177,-71.14628,Winchester,Massachusetts,1.78
271,Essex,1901,42.46125,-70.94639,Lynn,Massachusetts,2.33
272,Essex,1902,42.4712,-70.93983,Lynn,Massachusetts,1.79
273,Essex,1904,42.49151,-70.97166,Lynn,Massachusetts,1.73
274,Essex,1905,42.46355,-70.9733,Lynn,Massachusetts,2.53
275,Essex,1906,42.46922,-71.01299,Saugus,Massachusetts,2.43
276,Essex,1907,42.47572,-70.90684,Swampscott,Massachusetts,2.21
277,Essex,1908,42.42856,-70.92614,Nahant,Massachusetts,3.13
278,Essex,1913,42.85297,-70.94459,Amesbury,Massachusetts,1.77
279,Essex,1915,42.56841,-70.8647,Beverly,Massachusetts,1.76
280,Essex,1921,42.6815,-71.01887,Boxford,Massachusetts,1.69
281,Essex,1922,42.75862,-70.91758,Byfield,Massachusetts,1.73
282,Essex,1923,42.57398,-70.94923,Danvers,Massachusetts,1.55
283,Essex,1929,42.63478,-70.77684,Essex,Massachusetts,2.61
284,Essex,1930,42.62605,-70.68966,Gloucester,Massachusetts,2.36
285,Essex,1937,42.58579,-70.98406,Hathorne,Massachusetts,6.0
286,Essex,1938,42.68568,-70.83989,Ipswich,Massachusetts,1.86
287,Essex,1940,42.53523,-71.03695,Lynnfield,Massachusetts,1.47
288,Essex,1944,42.58154,-70.76825,Manchester,Massachusetts,2.81
289,Essex,1945,42.49924,-70.86348,Marblehead,Massachusetts,1.9
290,Essex,1949,42.6043,-71.01641,Middleton,Massachusetts,1.71
291,Essex,1950,42.81237,-70.88785,Newburyport,Massachusetts,1.98
292,Essex,1951,42.77742,-70.85022,Newbury,Massachusetts,3.32
293,Essex,1952,42.84655,-70.86163,Salisbury,Massachusetts,4.24
294,Essex,1960,42.53374,-70.97222,Peabody,Massachusetts,1.51
295,Essex,1966,42.65432,-70.62227,Rockport,Massachusetts,2.2
296,Essex,1969,42.72235,-70.88832,Rowley,Massachusetts,2.19
297,Essex,1970,42.51298,-70.90266,Salem,Massachusetts,2.06
298,Essex,1982,42.62669,-70.85789,South Hamilton,Massachusetts,1.43
299,Essex,1983,42.63728,-70.94251,Topsfield,Massachusetts,1.71
300,Essex,1984,42.60078,-70.8826,Wenham,Massachusetts,1.46
301,Essex,1985,42.7939,-70.96906,West Newbury,Massachusetts,1.72
302,Norfolk,2019,42.0777,-71.47407,Bellingham,Massachusetts,1.65
303,Norfolk,2021,42.17504,-71.12645,Canton,Massachusetts,1.68
304,Norfolk,2025,42.23603,-70.81906,Cohasset,Massachusetts,2.67
305,Norfolk,2026,42.24665,-71.1777,Dedham,Massachusetts,1.89
306,Norfolk,2030,42.2366,-71.28421,Dover,Massachusetts,2.13
307,Norfolk,2032,42.15489,-71.2155,East Walpole,Massachusetts,1.44
308,Norfolk,2035,42.06266,-71.24613,Foxboro,Massachusetts,1.46
309,Norfolk,2038,42.08622,-71.41126,Franklin,Massachusetts,1.57
310,Plymouth,2043,42.21678,-70.88494,Hingham,Massachusetts,1.98
311,Plymouth,2045,42.28437,-70.88266,Hull,Massachusetts,5.76
312,Plymouth,2047,42.14582,-70.69603,Humarock,Massachusetts,7.25
313,Bristol,2048,42.01626,-71.21868,Mansfield,Massachusetts,1.58
314,Plymouth,2050,42.11443,-70.71487,Marshfield,Massachusetts,3.81
315,Norfolk,2052,42.1848,-71.30501,Medfield,Massachusetts,1.78
316,Norfolk,2053,42.15352,-71.42906,Medway,Massachusetts,1.54
317,Norfolk,2054,42.1693,-71.36261,Millis,Massachusetts,1.9
318,Norfolk,2056,42.11632,-71.32952,Norfolk,Massachusetts,1.68
319,Plymouth,2061,42.16075,-70.81772,Norwell,Massachusetts,1.58
320,Norfolk,2062,42.18563,-71.19464,Norwood,Massachusetts,1.6
321,Plymouth,2066,42.20129,-70.76155,Scituate,Massachusetts,2.74
322,Norfolk,2067,42.10778,-71.18183,Sharon,Massachusetts,1.47
323,Norfolk,2071,42.10392,-71.27002,South Walpole,Massachusetts,1.24
324,Norfolk,2072,42.1192,-71.10189,Stoughton,Massachusetts,1.46
325,Norfolk,2081,42.14689,-71.25916,Walpole,Massachusetts,1.54
326,Norfolk,2090,42.22024,-71.21057,Westwood,Massachusetts,1.5
327,Norfolk,2093,42.05129,-71.35522,Wrentham,Massachusetts,1.77
328,Suffolk,2108,42.35657,-71.06516,Boston,Massachusetts,3.35
329,Suffolk,2109,42.36498,-71.05277,Boston,Massachusetts,4.27
330,Suffolk,2110,42.35797,-71.05189,Boston,Massachusetts,3.03
331,Suffolk,2111,42.35067,-71.06054,Boston,Massachusetts,2.48
332,Suffolk,2113,42.36526,-71.05524,Boston,Massachusetts,2.16
333,Suffolk,2114,42.36337,-71.06686,Boston,Massachusetts,2.62
334,Suffolk,2115,42.34046,-71.09481,Boston,Massachusetts,4.1
335,Suffolk,2116,42.35105,-71.07638,Boston,Massachusetts,3.9
336,Suffolk,2118,42.33806,-71.07057,Boston,Massachusetts,2.9
337,Suffolk,2119,42.32405,-71.08522,Roxbury,Massachusetts,1.57
338,Suffolk,2120,42.33212,-71.09654,Roxbury Crossing,Massachusetts,1.27
339,Suffolk,2121,42.3057,-71.08693,Dorchester,Massachusetts,1.74
340,Suffolk,2122,42.29427,-71.05185,Dorchester,Massachusetts,1.95
341,Suffolk,2124,42.28583,-71.07114,Dorchester Center,Massachusetts,1.77
342,Suffolk,2125,42.31578,-71.0562,Dorchester,Massachusetts,1.76
343,Suffolk,2126,42.27588,-71.0918,Mattapan,Massachusetts,1.9
344,Suffolk,2127,42.33455,-71.03875,South Boston,Massachusetts,1.41
345,Suffolk,2128,42.37324,-71.01616,East Boston,Massachusetts,2.72
346,Suffolk,2129,42.37975,-71.06167,Charlestown,Massachusetts,1.51
347,Suffolk,2130,42.30823,-71.11515,Jamaica Plain,Massachusetts,1.84
348,Suffolk,2131,42.28392,-71.12468,Roslindale,Massachusetts,2.2
349,Suffolk,2132,42.27931,-71.16072,West Roxbury,Massachusetts,1.74
350,Suffolk,2134,42.35855,-71.12931,Allston,Massachusetts,2.05
351,Suffolk,2135,42.34989,-71.15417,Brighton,Massachusetts,1.77
352,Suffolk,2136,42.25505,-71.12662,Hyde Park,Massachusetts,1.81
353,Middlesex,2138,42.37997,-71.13446,Cambridge,Massachusetts,2.08
354,Middlesex,2139,42.36224,-71.10253,Cambridge,Massachusetts,2.67
355,Middlesex,2140,42.39332,-71.13342,Cambridge,Massachusetts,1.75
356,Middlesex,2141,42.37041,-71.08218,Cambridge,Massachusetts,3.19
357,Middlesex,2142,42.36295,-71.08189,Cambridge,Massachusetts,5.77
358,Middlesex,2143,42.38142,-71.09677,Somerville,Massachusetts,1.78
359,Middlesex,2144,42.40088,-71.122,Somerville,Massachusetts,1.66
360,Middlesex,2145,42.39206,-71.0895,Somerville,Massachusetts,1.49
361,Middlesex,2148,42.43048,-71.05762,Malden,Massachusetts,2.18
362,Middlesex,2149,42.40643,-71.05446,Everett,Massachusetts,1.47
363,Suffolk,2150,42.39587,-71.03251,Chelsea,Massachusetts,2.06
364,Suffolk,2151,42.41887,-71.004,Revere,Massachusetts,3.3
365,Suffolk,2152,42.37724,-70.98115,Winthrop,Massachusetts,3.41
366,Middlesex,2155,42.42324,-71.10878,Medford,Massachusetts,1.96
367,Suffolk,2163,42.36717,-71.12509,Boston,Massachusetts,5.4
368,Norfolk,2169,42.23971,-71.01802,Quincy,Massachusetts,2.46
